daughter-in-law (of a woman)	2.641	28	network_daughter-in-law (of a woman)_28
dwell, live	7.11	8	network_dwell, live_8
son-in-law (of a woman)	2.631	33	network_son-in-law (of a woman)_33
earth=ground, soil	1.212	43	network_earth=ground, soil_43
porpoise, dolphin	3.662	0	network_porpoise, dolphin_0
shiver	4.68	6	network_shiver_6
oak	8.61	0	network_oak_0
dive	10.351	4	network_dive_4
granddaughter	2.49	32	network_granddaughter_32
star	1.54	0	network_star_0
gill	3.654	0	network_gill_0
second	13.36	0	network_second_0
leg	4.35	11	network_leg_11
dove	3.594	0	network_dove_0
carve	9.81	12	network_carve_12
elbow	4.32	2	network_elbow_2
arch	7.58	4	network_arch_4
fisherman	20.51	0	network_fisherman_0
squeeze, wring	9.343	22	network_squeeze, wring_22
way, manner	17.49	5	network_way, manner_5
mouth	4.24	19	network_mouth_19
blood	4.15	0	network_blood_0
fever	4.841	3	network_fever_3
water	1.31	8	network_water_8
cock, rooster	3.52	6	network_cock, rooster_6
fruit	5.71	8	network_fruit_8
flow	10.32	24	network_flow_24
guard, sentinel	20.471	18	network_guard, sentinel_18
far (adv)	12.44	9	network_far (adv)_9
face	4.204	6	network_face_6
acid, sour	15.38	7	network_acid, sour_7
teacher	17.27	11	network_teacher_11
arson	21.46	7	network_arson_7
flesh	4.13	18	network_flesh_18
shriek, screech	18.18	8	network_shriek, screech_8
cup, drinking vessel	5.35	11	network_cup, drinking vessel_11
kid	3.38	16	network_kid_16
spine	4.191	11	network_spine_11
do, make	9.11	37	network_do, make_37
soldier	20.17	6	network_soldier_6
edge	12.353	31	network_edge_31
back	4.19	25	network_back_25
mow, reap	8.32	32	network_mow, reap_32
go up	10.471	21	network_go up_21
adobe	7.64	2	network_adobe_2
down, below	12.3	21	network_down, below_21
sew	6.35	20	network_sew_20
shark	3.661	0	network_shark_0
go down	10.473	10	network_go down_10
veil	6.59	0	network_veil_0
stab	9.223	22	network_stab_22
month	14.71	2	network_month_2
sharp	15.78	15	network_sharp_15
bore	9.46	19	network_bore_19
urinate	4.65	0	network_urinate_0
dance	10.44	2	network_dance_2
sea	1.32	15	network_sea_15
measure	12.54	19	network_measure_19
ant	3.817	0	network_ant_0
roof	7.51	38	network_roof_38
lion	3.72	0	network_lion_0
seed	8.311	9	network_seed_9
jump, leap	10.43	2	network_jump, leap_2
low	12.32	28	network_low_28
poison	4.89	6	network_poison_6
mason	7.61	0	network_mason_0
chief, chieftain	19.24	22	network_chief, chieftain_22
rye	8.45	0	network_rye_0
freeman	19.44	0	network_freeman_0
beget (of father)	4.71	8	network_beget (of father)_8
bottom	12.34	32	network_bottom_32
sell	11.82	37	network_sell_37
helmet	20.33	3	network_helmet_3
flower	8.57	0	network_flower_0
grease, fat	5.791	6	network_grease, fat_6
kneel	10.412	0	network_kneel_0
tent	7.14	7	network_tent_7
forge	9.61	0	network_forge_0
necklace	6.75	11	network_necklace_11
shoemaker, cobbler	6.54	0	network_shoemaker, cobbler_0
elephant	3.77	0	network_elephant_0
lead (noun)	9.68	0	network_lead (noun)_0
enough	13.18	14	network_enough_14
mouse, rat	3.63	0	network_mouse, rat_0
show	15.55	14	network_show_14
season	14.78	14	network_season_14
blanket	7.422	7	network_blanket_7
drive	10.65	36	network_drive_36
dough	5.53	16	network_dough_16
plate	5.32	11	network_plate_11
mirror	6.96	2	network_mirror_2
crop, harvest	8.41	7	network_crop, harvest_7
post, pole	7.56	22	network_post, pole_22
ocean	1.329	11	network_ocean_11
part, piece	13.23	8	network_part, piece_8
corner	12.76	0	network_corner_0
silk	6.25	0	network_silk_0
snake	3.85	0	network_snake_0
accuse	21.31	9	network_accuse_9
half	13.24	16	network_half_16
smell (vb trans)	15.22	21	network_smell (vb trans)_21
lightning	1.55	3	network_lightning_3
country	19.11	43	network_country_43
soft	15.75	11	network_soft_11
glove	6.58	0	network_glove_0
clock, timepiece	14.53	7	network_clock, timepiece_7
marry	2.33	41	network_marry_41
tobacco	8.68	0	network_tobacco_0
defecate	4.66	0	network_defecate_0
count	13.107	26	network_count_26
enemy	19.52	0	network_enemy_0
bald	4.93	0	network_bald_0
loom	6.34	0	network_loom_0
last	13.35	37	network_last_37
husband	2.31	39	network_husband_39
meet	19.65	23	network_meet_23
bamboo	8.94	0	network_bamboo_0
voice	18.11	21	network_voice_21
ladder	7.37	2	network_ladder_2
hide, conceal	12.27	6	network_hide, conceal_6
grandson	2.48	32	network_grandson_32
father's sister	2.522	31	network_father's sister_31
desire, want	16.62	6	network_desire, want_6
take	11.13	56	network_take_56
stove	7.32	7	network_stove_7
shield	20.34	0	network_shield_0
son-in-law (of a man)	2.63	45	network_son-in-law (of a man)_45
get, obtain	11.16	55	network_get, obtain_55
dinner	5.44	10	network_dinner_10
friend, companion	19.51	0	network_friend, companion_0
fishhook	20.52	4	network_fishhook_4
dish	5.31	11	network_dish_11
shoe	6.51	3	network_shoe_3
promise	18.36	2	network_promise_2
read	18.52	25	network_read_25
oven	5.25	10	network_oven_10
match (noun)	1.87	15	network_match (noun)_15
linen, flax	6.23	10	network_linen, flax_10
paper	18.56	11	network_paper_11
twenty	13.104	0	network_twenty_0
ring (for finger)	6.73	6	network_ring (for finger)_6
scorpion	3.815	0	network_scorpion_0
little (quantity), few	13.17	19	network_little (quantity), few_19
rake	8.27	4	network_rake_4
sieve, strain	5.47	23	network_sieve, strain_23
reach, arrive	10.55	11	network_reach, arrive_11
salty	15.36	8	network_salty_8
hook	12.75	4	network_hook_4
cliff, precipice	1.222	5	network_cliff, precipice_5
kick	10.431	11	network_kick_11
fault	16.76	12	network_fault_12
smile	16.251	2	network_smile_2
choose	16.622	40	network_choose_40
young woman (adolescent)	2.261	31	network_young woman (adolescent)_31
shame (noun)	16.45	0	network_shame (noun)_0
hay	8.52	9	network_hay_9
cockroach	3.816	0	network_cockroach_0
felt	6.27	0	network_felt_0
lend	11.61	33	network_lend_33
wheel	10.76	11	network_wheel_11
play	16.26	2	network_play_2
fifteen	13.103	0	network_fifteen_0
banana tree	8.84	0	network_banana tree_0
staff, walking stick	19.25	18	network_staff, walking stick_18
retard, delay	14.24	10	network_retard, delay_10
path	10.72	6	network_path_6
whale	3.663	0	network_whale_0
mind	17.11	18	network_mind_18
key	7.24	3	network_key_3
pestle	5.59	4	network_pestle_4
awl	6.37	0	network_awl_0
guilty	21.35	8	network_guilty_8
true	16.66	15	network_true_15
rough (of sea)	1.323	2	network_rough (of sea)_2
thin (in dimension)	12.65	11	network_thin (in dimension)_11
day	14.41	42	network_day_42
gums	4.271	0	network_gums_0
wife	2.32	29	network_wife_29
smith, blacksmith	9.6	0	network_smith, blacksmith_0
short	12.59	24	network_short_24
salt	5.81	7	network_salt_7
slide, slip	10.42	0	network_slide, slip_0
cast (metals)	9.63	8	network_cast (metals)_8
swallow	5.181	0	network_swallow_0
thumb	4.342	0	network_thumb_0
neighbor	19.54	0	network_neighbor_0
tongs	5.391	0	network_tongs_0
beehive	3.822	7	network_beehive_7
shore	1.27	28	network_shore_28
some	13.181	8	network_some_8
intestines, guts	4.461	6	network_intestines, guts_6
crow	3.593	0	network_crow_0
fish	3.65	12	network_fish_12
fir	8.65	2	network_fir_2
ripe	5.123	6	network_ripe_6
hold	11.15	48	network_hold_48
turtle	3.98	0	network_turtle_0
twelve	13.102	0	network_twelve_0
thresh	8.34	11	network_thresh_11
witness	21.23	0	network_witness_0
condemn	21.32	9	network_condemn_9
ax	9.25	3	network_ax_3
ask, request	18.35	24	network_ask, request_24
know	17.17	41	network_know_41
bend	9.14	20	network_bend_20
share (distribute)	11.91	8	network_share (distribute)_8
woods, forest	1.41	18	network_woods, forest_18
land (vb)	10.92	6	network_land (vb)_6
infant, baby	2.28	39	network_infant, baby_39
sometimes	14.33	0	network_sometimes_0
thirst	5.15	0	network_thirst_0
doubt	17.43	8	network_doubt_8
raise, lift	10.22	32	network_raise, lift_32
kettle	5.27	10	network_kettle_10
court	21.15	0	network_court_0
darkness	1.62	9	network_darkness_9
fear, fright	16.53	8	network_fear, fright_8
defendant	21.22	0	network_defendant_0
soul, spirit	16.11	14	network_soul, spirit_14
hoe	8.25	8	network_hoe_8
goat	3.36	12	network_goat_12
catch (ball)	10.252	46	network_catch (ball)_46
new	14.13	23	network_new_23
naked, bare	4.99	0	network_naked, bare_0
soup, broth	5.64	0	network_soup, broth_0
alone, only	13.33	7	network_alone, only_7
beside	12.2	13	network_beside_13
pin	6.63	3	network_pin_3
hot	15.85	3	network_hot_3
mast	10.87	15	network_mast_15
summer	14.76	5	network_summer_5
older brother	2.444	24	network_older brother_24
plaintiff	21.21	0	network_plaintiff_0
stinking, bad smelling	15.26	10	network_stinking, bad smelling_10
and	17.51	4	network_and_4
mushroom	8.98	0	network_mushroom_0
blunt, dull	15.79	0	network_blunt, dull_0
merchant	11.84	0	network_merchant_0
chili pepper	5.821	2	network_chili pepper_2
when?	17.65	5	network_when?_5
woman	2.22	30	network_woman_30
creep, crawl	10.41	0	network_creep, crawl_0
groan	16.39	6	network_groan_6
victory	20.41	2	network_victory_2
betray	17.441	17	network_betray_17
near (adv)	12.43	6	network_near (adv)_6
kiss	16.29	6	network_kiss_6
remain, stay	12.16	6	network_remain, stay_6
small, little	12.56	33	network_small, little_33
glass	9.74	2	network_glass_2
how many?	17.62	7	network_how many?_7
aunt	2.52	36	network_aunt_36
tree	8.6	37	network_tree_37
hammer	9.49	0	network_hammer_0
multitude, crowd	13.19	14	network_multitude, crowd_14
grandfather	2.46	23	network_grandfather_23
wide, broad	12.61	13	network_wide, broad_13
conceive	4.732	8	network_conceive_8
doorpost, jamb	7.221	15	network_doorpost, jamb_15
stepson	2.73	12	network_stepson_12
name	18.28	5	network_name_5
cousin	2.55	43	network_cousin_43
oats	8.46	0	network_oats_0
hang up	9.341	14	network_hang up_14
pull	9.33	15	network_pull_15
pound with fist	9.211	16	network_pound with fist_16
oath	21.25	0	network_oath_0
wise	17.21	2	network_wise_2
remains, left overs	12.17	0	network_remains, left overs_0
carry-on-shoulder	10.613	25	network_carry-on-shoulder_25
claw	4.345	8	network_claw_8
pot, cooking vessel	5.26	11	network_pot, cooking vessel_11
opossum	3.622	0	network_opossum_0
skull	4.202	20	network_skull_20
tree stump	8.72	17	network_tree stump_17
stallion	3.42	45	network_stallion_45
penis	4.492	11	network_penis_11
blink	4.215	0	network_blink_0
collect, gather	12.21	29	network_collect, gather_29
breakfast	5.42	7	network_breakfast_7
lunch	5.43	10	network_lunch_10
grief, sorrow, sadness	16.32	9	network_grief, sorrow, sadness_9
shoot	20.62	12	network_shoot_12
chain	9.18	7	network_chain_7
hunger	5.14	2	network_hunger_2
blind	4.97	0	network_blind_0
sound, noise	15.44	17	network_sound, noise_17
foolish, stupid	17.22	2	network_foolish, stupid_2
mare	3.44	27	network_mare_27
move	10.11	12	network_move_12
maize, corn	8.47	0	network_maize, corn_0
chair	7.43	0	network_chair_0
lung	4.441	4	network_lung_4
sow	3.34	32	network_sow_32
penalty, punishment	21.37	2	network_penalty, punishment_2
tide	1.352	2	network_tide_2
grass-skirt	6.461	7	network_grass-skirt_7
we (inclusive)	2.941	3	network_we (inclusive)_3
steal	21.51	2	network_steal_2
long	12.57	18	network_long_18
paint (vb)	9.89	5	network_paint (vb)_5
gourd	8.93	11	network_gourd_11
smoke (tobacco)	8.69	16	network_smoke (tobacco)_16
eyelash	4.214	3	network_eyelash_3
beard	4.142	4	network_beard_4
call (=summon)	18.41	15	network_call (=summon)_15
autumn	14.77	0	network_autumn_0
ridgepole	7.53	10	network_ridgepole_10
after	12.1	20	network_after_20
blow	10.38	3	network_blow_3
bone	4.16	11	network_bone_11
sibling	2.456	28	network_sibling_28
hope	16.63	5	network_hope_5
come	10.48	23	network_come_23
see	15.51	49	network_see_49
circle	12.82	7	network_circle_7
master	19.41	9	network_master_9
innocent	21.36	0	network_innocent_0
farmer	8.11	0	network_farmer_0
rudder	10.86	0	network_rudder_0
sling	20.23	0	network_sling_0
attack	20.43	0	network_attack_0
give	11.21	39	network_give_39
gun, cannon	20.28	2	network_gun, cannon_2
mule	3.47	0	network_mule_0
flute	18.71	4	network_flute_4
pain	16.31	8	network_pain_8
boast	18.45	2	network_boast_2
touch	15.71	16	network_touch_16
fan (vb)	9.791	3	network_fan (vb)_3
eagle	3.584	3	network_eagle_3
booty, spoils	20.48	0	network_booty, spoils_0
eleven	13.101	0	network_eleven_0
grow	12.53	0	network_grow_0
pair	13.37	3	network_pair_3
descendants	2.57	23	network_descendants_23
coat	6.43	14	network_coat_14
full	13.21	0	network_full_0
freshwater eel	3.665	0	network_freshwater eel_0
perjury	21.47	5	network_perjury_5
world	1.1	45	network_world_45
paint (noun)	9.88	5	network_paint (noun)_5
shoulderblade	4.301	17	network_shoulderblade_17
pepper	5.82	2	network_pepper_2
neck	4.28	12	network_neck_12
think (= be of the opinion)	17.14	30	network_think (= be of the opinion)_30
blister	4.855	0	network_blister_0
grave, tomb	4.79	0	network_grave, tomb_0
who?	17.68	6	network_who?_6
go out	10.474	19	network_go out_19
clear, plain	17.34	24	network_clear, plain_24
weave	6.33	15	network_weave_15
wake up	4.63	12	network_wake up_12
bad	16.72	10	network_bad_10
tongue	4.26	11	network_tongue_11
fight (vb)	20.11	24	network_fight (vb)_24
defeat	20.42	2	network_defeat_2
pipe	8.691	0	network_pipe_0
swamp	1.38	9	network_swamp_9
hen	3.54	6	network_hen_6
orphan	2.75	3	network_orphan_3
spider	3.818	0	network_spider_0
sing	18.12	11	network_sing_11
you (plural)	2.95	2	network_you (plural)_2
fingernail	4.344	5	network_fingernail_5
night	14.42	10	network_night_10
ram	3.26	36	network_ram_36
dog	3.61	0	network_dog_0
embers	1.841	2	network_embers_2
seven	13.7	0	network_seven_0
why?	17.69	6	network_why?_6
intention, purpose	17.41	12	network_intention, purpose_12
tailor	6.13	0	network_tailor_0
son	2.41	51	network_son_51
latch, door-bolt	7.231	3	network_latch, door-bolt_3
dawn	14.43	26	network_dawn_26
bake	5.24	14	network_bake_14
cook	5.21	13	network_cook_13
color	15.61	5	network_color_5
adultery	21.43	0	network_adultery_0
nail	9.5	3	network_nail_3
raw	5.122	18	network_raw_18
palm of hand	4.331	9	network_palm of hand_9
nipple, teat	4.412	5	network_nipple, teat_5
break wind	4.64	0	network_break wind_0
noble, nobleman	19.36	0	network_noble, nobleman_0
sure, certain	17.37	13	network_sure, certain_13
day-after-tomorrow	14.481	2	network_day-after-tomorrow_2
end	12.35	42	network_end_42
winter	14.74	0	network_winter_0
lame	4.94	2	network_lame_2
lamb	3.29	31	network_lamb_31
ancestors	2.56	0	network_ancestors_0
plant (noun)	8.53	33	network_plant (noun)_33
bird	3.581	15	network_bird_15
pan	5.28	11	network_pan_11
young man (adolescent)	2.251	38	network_young man (adolescent)_38
younger sister	2.455	24	network_younger sister_24
rainbow	1.59	0	network_rainbow_0
boundary	19.17	25	network_boundary_25
shut, close	12.25	11	network_shut, close_11
sand	1.215	30	network_sand_30
split	9.27	16	network_split_16
good	16.71	20	network_good_20
turn around	10.13	25	network_turn around_25
write	18.51	5	network_write_5
mud	1.214	14	network_mud_14
sick, sickness	4.84	7	network_sick, sickness_7
stingray	3.664	0	network_stingray_0
bee	3.82	7	network_bee_7
dandruff	4.146	0	network_dandruff_0
food	5.12	12	network_food_12
he-goat	3.37	27	network_he-goat_27
yesterday	14.49	5	network_yesterday_5
tear	9.28	13	network_tear_13
swim	10.35	9	network_swim_9
daughter	2.42	46	network_daughter_46
splash	10.352	0	network_splash_0
strife, quarrel	19.62	19	network_strife, quarrel_19
dribble	4.591	9	network_dribble_9
egg yolk	5.971	7	network_egg yolk_7
pillow	7.421	0	network_pillow_0
foot	4.37	11	network_foot_11
judge (noun)	21.18	0	network_judge (noun)_0
nape of neck	4.281	6	network_nape of neck_6
turn over	10.12	22	network_turn over_22
spread out	9.34	5	network_spread out_5
they	2.96	2	network_they_2
banyan	8.85	0	network_banyan_0
push, shove	10.67	19	network_push, shove_19
cookhouse	7.17	5	network_cookhouse_5
mortar	5.58	8	network_mortar_8
chisel	9.84	0	network_chisel_0
hate	16.41	0	network_hate_0
hinder, prevent	19.59	9	network_hinder, prevent_9
leather	6.29	19	network_leather_19
Tuesday	14.64	0	network_Tuesday_0
family	2.82	10	network_family_10
storm	1.58	6	network_storm_6
crush, grind	5.56	22	network_crush, grind_22
pregnant	4.73	11	network_pregnant_11
boat	10.83	5	network_boat_5
hire	11.77	19	network_hire_19
belt, girdle	6.57	0	network_belt, girdle_0
round	12.81	5	network_round_5
outside	12.6	0	network_outside_0
grass	8.51	22	network_grass_22
table	7.44	10	network_table_10
moon	1.53	2	network_moon_2
arrow	20.25	6	network_arrow_6
drink	5.13	16	network_drink_16
pursue	10.53	24	network_pursue_24
meeting house	7.18	0	network_meeting house_0
three times	13.44	0	network_three times_0
yellow	15.69	8	network_yellow_8
forbid	18.38	9	network_forbid_9
mill	5.57	15	network_mill_15
how much?	17.63	10	network_how much?_10
dry	15.84	0	network_dry_0
refuse	18.37	7	network_refuse_7
cheese	5.88	0	network_cheese_0
mother	2.36	22	network_mother_22
widower	2.77	2	network_widower_2
wave	1.35	2	network_wave_2
follow	10.52	24	network_follow_24
chicken	3.55	6	network_chicken_6
carriage, wagon, cart	10.75	0	network_carriage, wagon, cart_0
sky	1.51	30	network_sky_30
two	13.2	3	network_two_3
frog	3.95	0	network_frog_0
rule, govern	19.31	17	network_rule, govern_17
rain (noun)	1.75	6	network_rain (noun)_6
divorce	2.341	17	network_divorce_17
broom	9.38	4	network_broom_4
wing	4.392	22	network_wing_22
eye	4.21	5	network_eye_5
needle	6.36	3	network_needle_3
sheep	3.25	28	network_sheep_28
wolf	3.71	0	network_wolf_0
rough	15.76	0	network_rough_0
brain	4.203	12	network_brain_12
hip	4.463	18	network_hip_18
how?	17.61	6	network_how?_6
try, attempt	17.48	15	network_try, attempt_15
sugar cane	8.941	2	network_sugar cane_2
mistake, error	16.77	10	network_mistake, error_10
rice	8.48	0	network_rice_0
insane, crazy	17.23	2	network_insane, crazy_2
fig	5.75	0	network_fig_0
rich	11.51	0	network_rich_0
secret	17.36	0	network_secret_0
clay	9.73	27	network_clay_27
sweep	9.37	5	network_sweep_5
tear (noun)	16.38	0	network_tear (noun)_0
what?	17.64	6	network_what?_6
fish poison (root)	8.96	4	network_fish poison (root)_4
well, health	4.83	18	network_well, health_18
lake	1.33	14	network_lake_14
narrow	12.62	21	network_narrow_21
account, reckoning	11.66	31	network_account, reckoning_31
late	14.17	11	network_late_11
custom	19.61	5	network_custom_5
milk (noun)	5.86	5	network_milk (noun)_5
sneeze	4.54	0	network_sneeze_0
throw	10.25	9	network_throw_9
swift, fast, quick	14.21	10	network_swift, fast, quick_10
prostitute	19.72	0	network_prostitute_0
law	21.11	4	network_law_4
wrist	4.321	9	network_wrist_9
fly	3.83	0	network_fly_0
statue	9.83	0	network_statue_0
clean	15.87	16	network_clean_16
waterfall	1.39	0	network_waterfall_0
cover	12.26	6	network_cover_6
enter	10.57	0	network_enter_0
mountain, hill	1.22	28	network_mountain, hill_28
foal, colt	3.45	44	network_foal, colt_44
tin, tinplate	9.69	3	network_tin, tinplate_3
early	14.16	12	network_early_12
waist	4.462	18	network_waist_18
third	13.42	0	network_third_0
body	4.11	33	network_body_33
sculptor	9.82	0	network_sculptor_0
middle, center	12.37	14	network_middle, center_14
egg	5.97	8	network_egg_8
long-time (for a)	14.332	9	network_long-time (for a)_9
wind	1.72	6	network_wind_6
wine	5.92	5	network_wine_5
sweet potato	8.91	3	network_sweet potato_3
stepdaughter	2.74	28	network_stepdaughter_28
boil (noun)	4.856	9	network_boil (noun)_9
scissors, shears	9.24	0	network_scissors, shears_0
cooked	5.121	8	network_cooked_8
anger	16.42	14	network_anger_14
